id_policy;id_client;id_vehicle;id_claim;id_year;claim_amount;claim_nb
A00039703-V02;A00039703;V02;CL01;Year 0;911;1
A00039710-V04;A00039710;V04;CL01;Year 0;-1272;1
A00039719-V02;A00039719;V02;CL01;Year 0;92;1
A00039725-V03;A00039725;V03;CL01;Year 0;2149;1
A00039728-V03;A00039728;V03;CL01;Year 0;528;1
A00039742-V01;A00039742;V01;CL01;Year 0;163;1
A00039748-V02;A00039748;V02;CL01;Year 0;1326;1
A00039763-V01;A00039763;V01;CL01;Year 0;218;1
A00039764-V02;A00039764;V02;CL01;Year 0;485;1
A00039769-V01;A00039769;V01;CL01;Year 0;409;1
A00039777-V01;A00039777;V01;CL01;Year 0;851;1
A00039779-V01;A00039779;V01;CL01;Year 0;396;1
A00039781-V02;A00039781;V02;CL01;Year 0;441;1
A00039789-V02;A00039789;V02;CL01;Year 0;192;1
A00039800-V02;A00039800;V02;CL01;Year 0;577;1
A00039811-V01;A00039811;V01;CL01;Year 0;-426;1
A00039831-V02;A00039831;V02;CL01;Year 0;637;1
A00039831-V02;A00039831;V02;CL02;Year 0;548;1
A00039832-V01;A00039832;V01;CL01;Year 0;102;1
A00039847-V01;A00039847;V01;CL01;Year 0;404;1
A00039851-V01;A00039851;V01;CL01;Year 0;307;1
A00039859-V01;A00039859;V01;CL01;Year 0;4986;1
A00039860-V05;A00039860;V05;CL01;Year 0;-1191;1
A00039861-V01;A00039861;V01;CL01;Year 0;207;1
A00039868-V01;A00039868;V01;CL01;Year 0;1179;1
A00039887-V03;A00039887;V03;CL01;Year 0;2579;1
A00039895-V02;A00039895;V02;CL01;Year 0;-1385;1
A00039900-V01;A00039900;V01;CL01;Year 0;86;1
A00039905-V01;A00039905;V01;CL01;Year 0;3114;1
A00039907-V03;A00039907;V03;CL01;Year 0;-19;1
A00039927-V01;A00039927;V01;CL01;Year 0;139;1
A00039934-V03;A00039934;V03;CL01;Year 0;1171;1
A00039935-V01;A00039935;V01;CL01;Year 0;1169;1
A00039935-V01;A00039935;V01;CL02;Year 0;1896;1
A00039938-V01;A00039938;V01;CL01;Year 0;202;1
A00039938-V01;A00039938;V01;CL02;Year 0;325;1
A00039939-V01;A00039939;V01;CL01;Year 0;737;1
A00039939-V01;A00039939;V01;CL02;Year 0;909;1
A00039943-V01;A00039943;V01;CL01;Year 0;2447;1
A00039943-V01;A00039943;V01;CL02;Year 0;552;1
A00039967-V02;A00039967;V02;CL01;Year 0;851;1
A00039967-V02;A00039967;V02;CL02;Year 0;533;1
A00039970-V02;A00039970;V02;CL01;Year 0;114;1
A00039974-V01;A00039974;V01;CL01;Year 0;620;1
A00039978-V03;A00039978;V03;CL01;Year 0;111;1
A00039982-V02;A00039982;V02;CL01;Year 0;559;1
A00039987-V01;A00039987;V01;CL01;Year 0;463;1
A00039988-V02;A00039988;V02;CL01;Year 0;2119;1
A00040003-V02;A00040003;V02;CL01;Year 0;-116;1
A00040009-V01;A00040009;V01;CL01;Year 0;2021;1
A00040009-V01;A00040009;V01;CL02;Year 0;537;1
A00040009-V01;A00040009;V01;CL03;Year 0;3179;1
A00040010-V01;A00040010;V01;CL01;Year 0;2084;1
A00040019-V01;A00040019;V01;CL01;Year 0;405;1
A00040022-V01;A00040022;V01;CL01;Year 0;734;1
A00040023-V01;A00040023;V01;CL01;Year 0;335;1
A00040029-V04;A00040029;V04;CL01;Year 0;588;1
A00040030-V03;A00040030;V03;CL01;Year 0;1851;1
A00040030-V03;A00040030;V03;CL02;Year 0;2362;1
A00040034-V01;A00040034;V01;CL01;Year 0;345;1
A00040036-V01;A00040036;V01;CL01;Year 0;926;1
A00040036-V02;A00040036;V02;CL01;Year 0;-1145;1
A00040038-V01;A00040038;V01;CL01;Year 0;729;1
A00040049-V01;A00040049;V01;CL01;Year 0;6878;1
A00040058-V01;A00040058;V01;CL01;Year 0;-383;1
A00040064-V01;A00040064;V01;CL01;Year 0;1293;1
A00040068-V01;A00040068;V01;CL01;Year 0;1307;1
A00040071-V01;A00040071;V01;CL01;Year 0;661;1
A00040074-V02;A00040074;V02;CL01;Year 0;940;1
A00040074-V03;A00040074;V03;CL01;Year 0;158;1
A00040076-V02;A00040076;V02;CL01;Year 0;160;1
A00040080-V01;A00040080;V01;CL01;Year 0;606;1
A00040089-V01;A00040089;V01;CL01;Year 0;768;1
A00040090-V02;A00040090;V02;CL01;Year 0;-622;1
A00040091-V01;A00040091;V01;CL01;Year 0;882;1
A00040093-V01;A00040093;V01;CL01;Year 0;326;1
A00040093-V02;A00040093;V02;CL01;Year 0;1109;1
A00040099-V01;A00040099;V01;CL01;Year 0;127;1
A00040102-V02;A00040102;V02;CL01;Year 0;4484;1
A00040102-V06;A00040102;V06;CL01;Year 0;2048;1
A00040102-V06;A00040102;V06;CL02;Year 0;991;1
A00040104-V02;A00040104;V02;CL01;Year 0;1939;1
A00040104-V02;A00040104;V02;CL02;Year 0;-671;1
A00040110-V02;A00040110;V02;CL01;Year 0;248;1
A00040118-V01;A00040118;V01;CL01;Year 0;-908;1
A00040134-V01;A00040134;V01;CL01;Year 0;1779;1
A00040144-V01;A00040144;V01;CL01;Year 0;249;1
A00040144-V02;A00040144;V02;CL01;Year 0;265;1
A00040156-V03;A00040156;V03;CL01;Year 0;1249;1
A00040172-V01;A00040172;V01;CL01;Year 0;388;1
A00040181-V01;A00040181;V01;CL01;Year 0;717;1
A00040182-V01;A00040182;V01;CL01;Year 0;3373;1
A00040182-V01;A00040182;V01;CL02;Year 0;3948;1
A00040182-V01;A00040182;V01;CL03;Year 0;1443;1
A00040183-V01;A00040183;V01;CL01;Year 0;1435;1
A00040225-V01;A00040225;V01;CL01;Year 0;2126;1
A00040237-V02;A00040237;V02;CL01;Year 0;-774;1
A00040238-V02;A00040238;V02;CL01;Year 0;83;1
A00040255-V01;A00040255;V01;CL01;Year 0;746;1
A00040263-V01;A00040263;V01;CL01;Year 0;1354;1
A00040265-V03;A00040265;V03;CL01;Year 0;160;1
A00040265-V03;A00040265;V03;CL02;Year 0;-611;1
A00040269-V01;A00040269;V01;CL01;Year 0;1421;1
A00040270-V03;A00040270;V03;CL01;Year 0;2582;1
A00040275-V02;A00040275;V02;CL01;Year 0;908;1
A00040277-V01;A00040277;V01;CL01;Year 0;545;1
A00040277-V01;A00040277;V01;CL02;Year 0;495;1
A00040279-V01;A00040279;V01;CL01;Year 0;2243;1
A00040279-V01;A00040279;V01;CL02;Year 0;511;1
A00040280-V02;A00040280;V02;CL01;Year 0;301;1
A00040282-V02;A00040282;V02;CL01;Year 0;473;1
A00040287-V01;A00040287;V01;CL01;Year 0;236;1
A00040287-V01;A00040287;V01;CL02;Year 0;1497;1
A00040287-V01;A00040287;V01;CL03;Year 0;611;1
A00040311-V03;A00040311;V03;CL01;Year 0;861;1
A00040316-V01;A00040316;V01;CL01;Year 0;1450;1
A00040316-V01;A00040316;V01;CL02;Year 0;3265;1
A00040328-V02;A00040328;V02;CL01;Year 0;5870;1
A00040331-V04;A00040331;V04;CL01;Year 0;320;1
A00040337-V01;A00040337;V01;CL01;Year 0;1522;1
A00040347-V01;A00040347;V01;CL01;Year 0;1876;1
A00040373-V01;A00040373;V01;CL01;Year 0;446;1
A00040389-V01;A00040389;V01;CL01;Year 0;5139;1
A00040391-V01;A00040391;V01;CL01;Year 0;108;1
A00040395-V01;A00040395;V01;CL01;Year 0;-396;1
A00040410-V01;A00040410;V01;CL01;Year 0;-759;1
A00040429-V01;A00040429;V01;CL01;Year 0;1174;1
A00040431-V01;A00040431;V01;CL01;Year 0;596;1
A00040431-V01;A00040431;V01;CL02;Year 0;1956;1
A00040431-V02;A00040431;V02;CL01;Year 0;-89;1
A00040433-V03;A00040433;V03;CL01;Year 0;119;1
A00040441-V01;A00040441;V01;CL01;Year 0;3613;1
A00040450-V01;A00040450;V01;CL01;Year 0;130;1
A00040453-V01;A00040453;V01;CL01;Year 0;-769;1
A00040473-V03;A00040473;V03;CL01;Year 0;8273;1
A00040473-V03;A00040473;V03;CL02;Year 0;590;1
A00040479-V04;A00040479;V04;CL01;Year 0;110;1
A00040482-V01;A00040482;V01;CL01;Year 0;169;1
A00040482-V03;A00040482;V03;CL01;Year 0;5802;1
A00040486-V01;A00040486;V01;CL01;Year 0;111;1
A00040490-V01;A00040490;V01;CL01;Year 0;2176;1
A00040490-V01;A00040490;V01;CL02;Year 0;7640;1
A00040497-V04;A00040497;V04;CL01;Year 0;1122;1
A00040498-V02;A00040498;V02;CL01;Year 0;3412;1
A00040511-V01;A00040511;V01;CL01;Year 0;106;1
A00040512-V02;A00040512;V02;CL01;Year 0;990;1
A00040535-V01;A00040535;V01;CL01;Year 0;206;1
A00040537-V02;A00040537;V02;CL01;Year 0;469;1
A00040540-V01;A00040540;V01;CL01;Year 0;5587;1
A00040555-V01;A00040555;V01;CL01;Year 0;492;1
A00040559-V01;A00040559;V01;CL01;Year 0;534;1
A00040568-V02;A00040568;V02;CL01;Year 0;55;1
A00040581-V01;A00040581;V01;CL01;Year 0;2802;1
A00040581-V01;A00040581;V01;CL02;Year 0;1180;1
A00040587-V01;A00040587;V01;CL01;Year 0;-647;1
A00040588-V01;A00040588;V01;CL01;Year 0;152;1
A00040589-V02;A00040589;V02;CL01;Year 0;225;1
A00040595-V01;A00040595;V01;CL01;Year 0;-874;1
A00040597-V02;A00040597;V02;CL01;Year 0;207;1
A00040607-V01;A00040607;V01;CL01;Year 0;227;1
A00040607-V01;A00040607;V01;CL02;Year 0;198;1
A00040608-V02;A00040608;V02;CL01;Year 0;2377;1
A00040608-V02;A00040608;V02;CL02;Year 0;2283;1
A00040626-V03;A00040626;V03;CL01;Year 0;568;1
A00040630-V02;A00040630;V02;CL01;Year 0;685;1
A00040630-V02;A00040630;V02;CL02;Year 0;1259;1
A00040630-V03;A00040630;V03;CL01;Year 0;1957;1
A00040668-V02;A00040668;V02;CL01;Year 0;2566;1
A00040672-V01;A00040672;V01;CL01;Year 0;283;1
A00040672-V01;A00040672;V01;CL02;Year 0;1386;1
A00040675-V01;A00040675;V01;CL01;Year 0;986;1
A00040686-V01;A00040686;V01;CL01;Year 0;1571;1
A00040693-V02;A00040693;V02;CL01;Year 0;-1054;1
A00040693-V02;A00040693;V02;CL02;Year 0;1305;1
A00040716-V01;A00040716;V01;CL01;Year 0;-348;1
A00040729-V01;A00040729;V01;CL01;Year 0;186;1
A00040739-V02;A00040739;V02;CL01;Year 0;185;1
A00040741-V01;A00040741;V01;CL01;Year 0;3318;1
A00040753-V01;A00040753;V01;CL01;Year 0;1560;1
A00040753-V01;A00040753;V01;CL02;Year 0;1247;1
A00040762-V02;A00040762;V02;CL01;Year 0;205;1
A00040771-V01;A00040771;V01;CL01;Year 0;618;1
A00040771-V04;A00040771;V04;CL01;Year 0;461;1
A00040773-V01;A00040773;V01;CL01;Year 0;1252;1
A00040778-V01;A00040778;V01;CL01;Year 0;2312;1
A00040782-V01;A00040782;V01;CL01;Year 0;1451;1
A00040789-V01;A00040789;V01;CL01;Year 0;1375;1
A00040802-V01;A00040802;V01;CL01;Year 0;676;1
A00040803-V01;A00040803;V01;CL01;Year 0;223;1
A00040810-V03;A00040810;V03;CL01;Year 0;738;1
A00040825-V03;A00040825;V03;CL01;Year 0;53;1
A00040835-V01;A00040835;V01;CL01;Year 0;4248;1
A00040835-V01;A00040835;V01;CL02;Year 0;648;1
A00040838-V01;A00040838;V01;CL01;Year 0;1889;1
A00040842-V02;A00040842;V02;CL01;Year 0;-1365;1
A00040844-V01;A00040844;V01;CL01;Year 0;1978;1
A00040854-V02;A00040854;V02;CL01;Year 0;-1010;1
A00040860-V01;A00040860;V01;CL01;Year 0;2298;1
A00040860-V02;A00040860;V02;CL01;Year 0;784;1
A00040869-V01;A00040869;V01;CL01;Year 0;-291;1
A00040872-V01;A00040872;V01;CL01;Year 0;1046;1
A00040884-V01;A00040884;V01;CL01;Year 0;2951;1
A00040902-V01;A00040902;V01;CL01;Year 0;278;1
A00040914-V01;A00040914;V01;CL01;Year 0;3428;1
A00040915-V03;A00040915;V03;CL01;Year 0;874;1
A00040926-V01;A00040926;V01;CL01;Year 0;395;1
A00040926-V01;A00040926;V01;CL02;Year 0;569;1
A00040933-V01;A00040933;V01;CL01;Year 0;120;1
A00040933-V01;A00040933;V01;CL02;Year 0;853;1
A00040937-V02;A00040937;V02;CL01;Year 0;1714;1
A00040940-V01;A00040940;V01;CL01;Year 0;234;1
A00040953-V01;A00040953;V01;CL01;Year 0;2923;1
A00040956-V01;A00040956;V01;CL01;Year 0;1593;1
A00040985-V01;A00040985;V01;CL01;Year 0;2126;1
A00040989-V04;A00040989;V04;CL01;Year 0;1622;1
A00040999-V02;A00040999;V02;CL01;Year 0;143;1
A00041004-V02;A00041004;V02;CL01;Year 0;2019;1
A00041004-V02;A00041004;V02;CL02;Year 0;941;1
A00041012-V02;A00041012;V02;CL01;Year 0;1016;1
A00041014-V01;A00041014;V01;CL01;Year 0;120;1
A00041019-V01;A00041019;V01;CL01;Year 0;1212;1
A00041025-V02;A00041025;V02;CL01;Year 0;681;1
A00041028-V03;A00041028;V03;CL01;Year 0;175;1
A00041038-V01;A00041038;V01;CL01;Year 0;847;1
A00041040-V01;A00041040;V01;CL01;Year 0;290;1
A00041043-V02;A00041043;V02;CL01;Year 0;-1094;1
A00041060-V01;A00041060;V01;CL01;Year 0;420;1
A00041074-V02;A00041074;V02;CL01;Year 0;849;1
A00041079-V02;A00041079;V02;CL01;Year 0;179;1
A00041079-V02;A00041079;V02;CL02;Year 0;536;1
A00041079-V02;A00041079;V02;CL03;Year 0;414;1
A00041079-V02;A00041079;V02;CL04;Year 0;-694;1
A00041079-V02;A00041079;V02;CL05;Year 0;957;1
A00041079-V02;A00041079;V02;CL06;Year 0;879;1
A00041085-V02;A00041085;V02;CL01;Year 0;192;1
A00041089-V01;A00041089;V01;CL01;Year 0;1548;1
A00041094-V01;A00041094;V01;CL01;Year 0;2166;1
A00041105-V01;A00041105;V01;CL01;Year 0;390;1
A00041113-V01;A00041113;V01;CL01;Year 0;4519;1
A00041118-V01;A00041118;V01;CL01;Year 0;929;1
A00041136-V02;A00041136;V02;CL01;Year 0;2220;1
A00041140-V02;A00041140;V02;CL01;Year 0;3302;1
A00041140-V02;A00041140;V02;CL02;Year 0;2239;1
A00041144-V01;A00041144;V01;CL01;Year 0;169;1
A00041163-V02;A00041163;V02;CL01;Year 0;2085;1
A00041169-V02;A00041169;V02;CL01;Year 0;3226;1
A00041187-V01;A00041187;V01;CL01;Year 0;1021;1
A00041204-V01;A00041204;V01;CL01;Year 0;1614;1
A00041220-V01;A00041220;V01;CL01;Year 0;1740;1
A00041230-V02;A00041230;V02;CL01;Year 0;1220;1
A00041233-V01;A00041233;V01;CL01;Year 0;-419;1
A00041235-V01;A00041235;V01;CL01;Year 0;154;1
A00041248-V01;A00041248;V01;CL01;Year 0;31668;1
A00041248-V01;A00041248;V01;CL02;Year 0;818;1
A00041254-V01;A00041254;V01;CL01;Year 0;557;1
A00041257-V02;A00041257;V02;CL01;Year 0;942;1
A00041278-V02;A00041278;V02;CL01;Year 0;-905;1
A00041280-V03;A00041280;V03;CL01;Year 0;1119;1
A00041293-V03;A00041293;V03;CL01;Year 0;-269;1
A00041295-V01;A00041295;V01;CL01;Year 0;313;1
A00041305-V01;A00041305;V01;CL01;Year 0;221;1
A00041310-V02;A00041310;V02;CL01;Year 0;348;1
A00041310-V03;A00041310;V03;CL01;Year 0;1565;1
A00041313-V01;A00041313;V01;CL01;Year 0;4825;1
A00041313-V03;A00041313;V03;CL01;Year 0;192;1
A00041315-V01;A00041315;V01;CL01;Year 0;-663;1
A00041319-V02;A00041319;V02;CL01;Year 0;556;1
A00041325-V01;A00041325;V01;CL01;Year 0;-921;1
A00041326-V01;A00041326;V01;CL01;Year 0;661;1
A00041326-V02;A00041326;V02;CL01;Year 0;1113;1
A00041330-V01;A00041330;V01;CL01;Year 0;650;1
A00041335-V01;A00041335;V01;CL01;Year 0;1349;1
A00041339-V02;A00041339;V02;CL01;Year 0;591;1
A00041352-V01;A00041352;V01;CL01;Year 0;404;1
A00041354-V01;A00041354;V01;CL01;Year 0;1064;1
A00041362-V03;A00041362;V03;CL01;Year 0;304;1
A00041377-V01;A00041377;V01;CL01;Year 0;1183;1
A00041380-V01;A00041380;V01;CL01;Year 0;-491;1
A00041393-V01;A00041393;V01;CL01;Year 0;956;1
A00041397-V02;A00041397;V02;CL01;Year 0;1832;1
A00041401-V01;A00041401;V01;CL01;Year 0;1668;1
A00041403-V01;A00041403;V01;CL01;Year 0;751;1
A00041408-V01;A00041408;V01;CL01;Year 0;1757;1
A00041411-V03;A00041411;V03;CL01;Year 0;849;1
A00041411-V03;A00041411;V03;CL02;Year 0;199;1
A00041426-V01;A00041426;V01;CL01;Year 0;375;1
A00041440-V01;A00041440;V01;CL01;Year 0;683;1
A00041441-V01;A00041441;V01;CL01;Year 0;2460;1
A00041454-V02;A00041454;V02;CL01;Year 0;-696;1
A00041457-V02;A00041457;V02;CL01;Year 0;4463;1
A00041467-V04;A00041467;V04;CL01;Year 0;-1038;1
A00041467-V04;A00041467;V04;CL02;Year 0;2603;1
A00041471-V04;A00041471;V04;CL01;Year 0;-298;1
A00041472-V01;A00041472;V01;CL01;Year 0;1722;1
A00041472-V01;A00041472;V01;CL02;Year 0;399;1
A00041496-V01;A00041496;V01;CL01;Year 0;1484;1
A00041502-V01;A00041502;V01;CL01;Year 0;3041;1
A00041512-V03;A00041512;V03;CL01;Year 0;589;1
A00041517-V01;A00041517;V01;CL01;Year 0;1887;1
A00041534-V01;A00041534;V01;CL01;Year 0;1130;1
A00041549-V01;A00041549;V01;CL01;Year 0;363;1
A00041552-V02;A00041552;V02;CL01;Year 0;994;1
A00041571-V03;A00041571;V03;CL01;Year 0;423;1
A00041574-V01;A00041574;V01;CL01;Year 0;544;1
A00041592-V01;A00041592;V01;CL01;Year 0;285;1
A00041592-V01;A00041592;V01;CL02;Year 0;1008;1
A00041603-V01;A00041603;V01;CL01;Year 0;247;1
A00041605-V05;A00041605;V05;CL01;Year 0;1040;1
A00041609-V02;A00041609;V02;CL01;Year 0;358;1
A00041610-V01;A00041610;V01;CL01;Year 0;1572;1
A00041623-V02;A00041623;V02;CL01;Year 0;819;1
A00041641-V01;A00041641;V01;CL01;Year 0;4691;1
A00041643-V01;A00041643;V01;CL01;Year 0;651;1
A00041646-V01;A00041646;V01;CL01;Year 0;-1118;1
A00041650-V02;A00041650;V02;CL01;Year 0;3711;1
A00041667-V01;A00041667;V01;CL01;Year 0;-470;1
A00041669-V02;A00041669;V02;CL01;Year 0;276;1
A00041674-V01;A00041674;V01;CL01;Year 0;70;1
A00041681-V02;A00041681;V02;CL01;Year 0;761;1
A00041691-V01;A00041691;V01;CL01;Year 0;153;1
A00041691-V03;A00041691;V03;CL01;Year 0;15187;1
A00041691-V04;A00041691;V04;CL01;Year 0;100;1
A00041697-V01;A00041697;V01;CL01;Year 0;1499;1
A00041697-V04;A00041697;V04;CL01;Year 0;135;1
A00041697-V04;A00041697;V04;CL02;Year 0;1446;1
A00041706-V01;A00041706;V01;CL01;Year 0;119;1
A00041706-V01;A00041706;V01;CL02;Year 0;3187;1
A00041720-V01;A00041720;V01;CL01;Year 0;432;1
A00041724-V01;A00041724;V01;CL01;Year 0;-515;1
A00041733-V02;A00041733;V02;CL01;Year 0;119;1
A00041746-V01;A00041746;V01;CL01;Year 0;1768;1
A00041748-V01;A00041748;V01;CL01;Year 0;772;1
A00041751-V03;A00041751;V03;CL01;Year 0;3411;1
A00041770-V01;A00041770;V01;CL01;Year 0;1325;1
A00041770-V02;A00041770;V02;CL01;Year 0;226;1
A00041774-V02;A00041774;V02;CL01;Year 0;4061;1
A00041784-V02;A00041784;V02;CL01;Year 0;1512;1
A00041786-V01;A00041786;V01;CL01;Year 0;1610;1
A00041786-V01;A00041786;V01;CL02;Year 0;1896;1
A00041788-V01;A00041788;V01;CL01;Year 0;1804;1
A00041794-V01;A00041794;V01;CL01;Year 0;2087;1
A00041794-V02;A00041794;V02;CL01;Year 0;-794;1
A00041800-V03;A00041800;V03;CL01;Year 0;99;1
A00041819-V02;A00041819;V02;CL01;Year 0;464;1
A00041833-V01;A00041833;V01;CL01;Year 0;1920;1
A00041847-V01;A00041847;V01;CL01;Year 0;1787;1
A00041849-V02;A00041849;V02;CL01;Year 0;639;1
A00041851-V02;A00041851;V02;CL01;Year 0;171;1
A00041862-V01;A00041862;V01;CL01;Year 0;247;1
A00041866-V01;A00041866;V01;CL01;Year 0;206;1
A00041881-V01;A00041881;V01;CL01;Year 0;44;1
A00041882-V01;A00041882;V01;CL01;Year 0;564;1
A00041882-V01;A00041882;V01;CL02;Year 0;1568;1
A00041888-V01;A00041888;V01;CL01;Year 0;2404;1
A00041888-V02;A00041888;V02;CL01;Year 0;173;1
A00041906-V02;A00041906;V02;CL01;Year 0;540;1
A00041906-V03;A00041906;V03;CL01;Year 0;180;1
A00041907-V01;A00041907;V01;CL01;Year 0;514;1
A00041913-V01;A00041913;V01;CL01;Year 0;4929;1
A00041923-V02;A00041923;V02;CL01;Year 0;3768;1
A00041929-V01;A00041929;V01;CL01;Year 0;981;1
A00041946-V02;A00041946;V02;CL01;Year 0;934;1
A00041953-V01;A00041953;V01;CL01;Year 0;-883;1
A00041958-V01;A00041958;V01;CL01;Year 0;2154;1
A00041961-V01;A00041961;V01;CL01;Year 0;165;1
A00041980-V01;A00041980;V01;CL01;Year 0;147;1
A00041983-V01;A00041983;V01;CL01;Year 0;443;1
A00041988-V01;A00041988;V01;CL01;Year 0;1774;1
A00041990-V02;A00041990;V02;CL01;Year 0;1012;1
A00042004-V01;A00042004;V01;CL01;Year 0;2726;1
A00042004-V02;A00042004;V02;CL01;Year 0;6052;1
A00042005-V02;A00042005;V02;CL01;Year 0;1179;1
A00042008-V02;A00042008;V02;CL01;Year 0;2417;1
A00042020-V01;A00042020;V01;CL01;Year 0;1623;1
A00042048-V01;A00042048;V01;CL01;Year 0;1046;1
A00042071-V01;A00042071;V01;CL01;Year 0;-1165;1
A00042071-V01;A00042071;V01;CL02;Year 0;1781;1
A00042073-V01;A00042073;V01;CL01;Year 0;322;1
A00042073-V01;A00042073;V01;CL02;Year 0;2815;1
A00042075-V02;A00042075;V02;CL01;Year 0;6336;1
A00042076-V01;A00042076;V01;CL01;Year 0;499;1
A00042086-V01;A00042086;V01;CL01;Year 0;-453;1
A00042086-V01;A00042086;V01;CL02;Year 0;441;1
A00042086-V02;A00042086;V02;CL01;Year 0;825;1
A00042088-V01;A00042088;V01;CL01;Year 0;332;1
A00042089-V01;A00042089;V01;CL01;Year 0;1821;1
A00042091-V02;A00042091;V02;CL01;Year 0;178;1
A00042121-V02;A00042121;V02;CL01;Year 0;898;1
A00042123-V02;A00042123;V02;CL01;Year 0;1230;1
A00042133-V01;A00042133;V01;CL01;Year 0;2015;1
A00042138-V02;A00042138;V02;CL01;Year 0;1713;1
A00042138-V02;A00042138;V02;CL02;Year 0;994;1
A00042141-V01;A00042141;V01;CL01;Year 0;2458;1
A00042147-V02;A00042147;V02;CL01;Year 0;1394;1
A00042164-V05;A00042164;V05;CL01;Year 0;203;1
A00042177-V02;A00042177;V02;CL01;Year 0;160;1
A00042212-V02;A00042212;V02;CL01;Year 0;3176;1
A00042225-V01;A00042225;V01;CL01;Year 0;-776;1
A00042229-V01;A00042229;V01;CL01;Year 0;-802;1
A00042229-V02;A00042229;V02;CL01;Year 0;527;1
A00042231-V01;A00042231;V01;CL01;Year 0;131;1
A00042245-V02;A00042245;V02;CL01;Year 0;5134;1
A00042245-V02;A00042245;V02;CL02;Year 0;958;1
A00042252-V01;A00042252;V01;CL01;Year 0;539;1
A00042259-V02;A00042259;V02;CL01;Year 0;109;1
A00042265-V01;A00042265;V01;CL01;Year 0;-1304;1
A00042266-V01;A00042266;V01;CL01;Year 0;-1046;1
A00042273-V01;A00042273;V01;CL01;Year 0;2157;1
A00042284-V01;A00042284;V01;CL01;Year 0;-516;1
A00042284-V01;A00042284;V01;CL02;Year 0;140;1
A00042296-V02;A00042296;V02;CL01;Year 0;1224;1
A00042306-V01;A00042306;V01;CL01;Year 0;104;1
A00042307-V02;A00042307;V02;CL01;Year 0;674;1
A00042320-V02;A00042320;V02;CL01;Year 0;780;1
A00042327-V01;A00042327;V01;CL01;Year 0;-664;1
A00042328-V02;A00042328;V02;CL01;Year 0;103;1
A00042328-V02;A00042328;V02;CL02;Year 0;1030;1
A00042330-V01;A00042330;V01;CL01;Year 0;1235;1
A00042355-V01;A00042355;V01;CL01;Year 0;1465;1
A00042369-V01;A00042369;V01;CL01;Year 0;412;1
A00042370-V01;A00042370;V01;CL01;Year 0;415;1
A00042372-V01;A00042372;V01;CL01;Year 0;3757;1
A00042375-V01;A00042375;V01;CL01;Year 0;127;1
A00042377-V02;A00042377;V02;CL01;Year 0;1365;1
A00042378-V03;A00042378;V03;CL01;Year 0;465;1
A00042379-V01;A00042379;V01;CL01;Year 0;590;1
A00042380-V02;A00042380;V02;CL01;Year 0;1753;1
A00042385-V02;A00042385;V02;CL01;Year 0;2314;1
A00042386-V01;A00042386;V01;CL01;Year 0;4661;1
A00042393-V01;A00042393;V01;CL01;Year 0;302;1
A00042393-V03;A00042393;V03;CL01;Year 0;2205;1
A00042396-V02;A00042396;V02;CL01;Year 0;204;1
A00042405-V01;A00042405;V01;CL01;Year 0;3821;1
A00042420-V02;A00042420;V02;CL01;Year 0;1204;1
A00042441-V01;A00042441;V01;CL01;Year 0;1448;1
A00042441-V02;A00042441;V02;CL01;Year 0;831;1
A00042450-V01;A00042450;V01;CL01;Year 0;543;1
A00042452-V02;A00042452;V02;CL01;Year 0;9200;1
A00042464-V02;A00042464;V02;CL01;Year 0;478;1
A00042466-V02;A00042466;V02;CL01;Year 0;101;1
A00042470-V01;A00042470;V01;CL01;Year 0;1569;1
A00042470-V01;A00042470;V01;CL02;Year 0;5260;1
A00042471-V01;A00042471;V01;CL01;Year 0;-1449;1
A00042473-V01;A00042473;V01;CL01;Year 0;94;1
A00042473-V01;A00042473;V01;CL02;Year 0;193;1
A00042478-V02;A00042478;V02;CL01;Year 0;145;1
A00042486-V01;A00042486;V01;CL01;Year 0;87;1
A00042493-V01;A00042493;V01;CL01;Year 0;259;1
A00042498-V02;A00042498;V02;CL01;Year 0;800;1
A00042513-V02;A00042513;V02;CL01;Year 0;5729;1
A00042515-V01;A00042515;V01;CL01;Year 0;757;1
A00042521-V01;A00042521;V01;CL01;Year 0;366;1
A00042533-V01;A00042533;V01;CL01;Year 0;1821;1
A00042539-V02;A00042539;V02;CL01;Year 0;692;1
A00042546-V03;A00042546;V03;CL01;Year 0;614;1
A00042547-V01;A00042547;V01;CL01;Year 0;2578;1
A00042548-V01;A00042548;V01;CL01;Year 0;1415;1
A00042556-V02;A00042556;V02;CL01;Year 0;770;1
A00042558-V01;A00042558;V01;CL01;Year 0;954;1
A00042560-V01;A00042560;V01;CL01;Year 0;1364;1
A00042560-V01;A00042560;V01;CL02;Year 0;1793;1
A00042568-V02;A00042568;V02;CL01;Year 0;1897;1
A00042568-V02;A00042568;V02;CL02;Year 0;982;1
A00042575-V02;A00042575;V02;CL01;Year 0;197;1
A00042579-V01;A00042579;V01;CL01;Year 0;145;1
A00042591-V01;A00042591;V01;CL01;Year 0;1232;1
A00042595-V01;A00042595;V01;CL01;Year 0;232;1
A00042595-V02;A00042595;V02;CL01;Year 0;484;1
A00042599-V01;A00042599;V01;CL01;Year 0;453;1
A00042603-V03;A00042603;V03;CL01;Year 0;1659;1
A00042614-V02;A00042614;V02;CL01;Year 0;2139;1
A00042615-V01;A00042615;V01;CL01;Year 0;3794;1
